Intel Name,Intel Source,Intel Source Link,Intel Summary,Impact,Date of Scan,Intel Push to ATS
German_Automakers_targeted_by_InfoStealer_campaign,checkpoint,https://blog.checkpoint.com/2022/05/10/a-german-car-attack-on-german-vehicle-businesses/,"Checkpoint researchers discovered A years-long phishing campaign has targeted German companies in the automotive industry, attempting to infect their systems with password-stealing malware.",Low,2022-05-11,Yes
Coordinated disruption of Zloader operation, Microsoft/ESET, https://www.microsoft.com/security/blog/2022/04/13/dismantling-zloader-how-malicious-ads-led-to-disabled-security-tools-and-ransomware/ https://www.welivesecurity.com/2022/04/13/eset-takes-part-global-operation-disrupt-zloader-botnets/, DCU unit from Microsoft have taken technical action against Zloader and have disrupted their operations.ZLoader is run by a global internet-based organized crime gang operating malware as a service that is designed to steal and extort money. , LOW,2022-04-19, Yes
SunnyDay Ransomware, Seguranca-Informatica, https://seguranca-informatica.pt/analysis-of-the-sunnyday-ransomware/#.Yl0eXdtBxPY, Segurança-Informatica published an analysis of a recent sample of SunnyDay ransomware. As a result of the work  some similarities between other ransomware samples such as Ever101  Medusa Locker  Curator  and Payment45 were found. According to the analysis  “SunnyDay is a simple piece of ransomware based on the SALSA20 stream cipher”. SALSA20 is easy to recognize  as it uses well-known values for its internal cryptographic operations., LOW,2022-04-19, Yes
Recent Emotet Maldoc Outbreak, Fortinet, https://www.fortinet.com/blog/threat-research/Trends-in-the-recent-emotet-maldoc-outbreak, Researchers at Fortinet has identified a recent Emotet outbreak is being spread through a variety of malicious Microsoft Office files  or maldocs  attached to phishing emails. Once a victim opens the attached document  a VBA Macro or Excel 4.0 Macro is used to execute malicious code that downloads and runs the Emotet malware., MEDIUM,2022-04-19, Yes
Lazarus Group Targets Chemical Sector, Symantec, https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/lazarus-dream-job-chemical, Researchers from Symantec have observed Lazarus group conducting an espionage campaign targeting organizations operating within the chemical sector. This campaign has been dubbed Operation Drem Job., MEDIUM,2022-04-19, Yes
Indepth analysis of PYSA Ransomware Group, Prodaft, https://www.prodaft.com/resource/detail/pysa-ransomware-group-depth-analysis, Researchers at PRODAFT has identified and gained visibility into PYSA's ransomware infrastructure and analyzed its findings to gain insight into how the criminal operation works., MEDIUM,2022-04-18, Yes
Emotet Modules and Recent Attacks, SecureList, https://securelist.com/emotet-modules-and-recent-attacks/106290/, Researchers from Kaspersky were able to etrieve 10 of the 16 modules used by Emotet for Credential/Password/Account/E-mail stealing and spamming. Also the statistics on recent Emotet attacks were also shared., MEDIUM,2022-04-18, Yes
XSS Vulnerability in Zimbra leveraged to target Ukraine Government, CERT-UA, https://cert.gov.ua/article/39606  https://docs.google.com/spreadsheets/d/1Y987F976R9j4ztw2IyDzazzfpGL2bL00kCYFAeeo2tE/edit#gid=0, CERT-UA has detected threat actors are targeting Ukrainian government agencies with new attacks exploiting Zimbra XSS Vulnerability (CVE-2018-6882). CERT-UA has attributed this campaign to UAC-0097  a currently unknown actor., MEDIUM,2022-04-18, Yes
CVE_2022_24527_Seeder_Queries_14042022, STR, STR Repository, This research is part of Securonix Threat Labs - Threat Research Team, MEDIUM,2022-04-18, Yes
New File extensions added to BlackCat ransomware's arsenal, SecureList, https://securelist.com/a-bad-luck-blackcat/106254/, Researchers at SecureList has analysed BlackCat Ransomware Group's activities since its inception. They are also comparing BlackCat TTPs with BlackMatter Group  like a custom exflitration tool called 'Fendr'  previously been used exclusively in BlackMatter ransomware activity., MEDIUM,2022-04-18, Yes
BumbleBee Malware campaign, Cynet, https://www.cynet.com/orion-threat-alert-flight-of-the-bumblebee/, Researchers from Cynet Security found a new campaign which instead of using malicious office documents is using malicious ISO image files luring victims to execute the BumbleBee malware., LOW,2022-04-18, Yes
New Fodcha DDoS botnet , netlab360, https://blog.netlab.360.com/fodcha-a-new-ddos-botnet/, Researchers at Qihoo 360's Network Security Research Lab has discovered a new DDoS botnet called 'Fodcha'. The Botnet has spread to over 62 000 devices between March 29 and April 10. The number of unique IP addresses linked to the botnet that researchers are tracking is10 000-strong Fodcha army of bots using Chinese IP addresses every day., MEDIUM,2022-04-18, Yes
CVE_2022_22954_Seeder_Queries_14042022, STR, STR Repository, This research is part of Securonix Threat Labs - Threat Research Team, MEDIUM,2022-04-18, Yes
Critical Remote Code Execution Vulnerability in Windows RPC Runtime, Microsoft, https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-26809  https://www.securonix.com/blog/cve-2022-26809-remote-procedure-call-runtime-remote-code-execution-vulnerability-and-coverage/, Microsoft’s April 2022 Patch Tuesday introduced patches to more than a hundred new vulnerabilities in various components. Three critical vulnerabilities were found and patched in Windows RPC (Remote Procedure Call) runtime: CVE-2022-24492  CVE-2022-24528 and CVE-2022-26809. By exploiting these vulnerabilities  a remote unauthenticated attacker can execute code on the vulnerable machine with the privileges of the RPC service  which depends on the process hosting the RPC runtime. , HIGH,2022-04-14, Yes
IcedID malware targeting Ukraine state bodies, CERT-UA, https://cert.gov.ua/article/39609  https://docs.google.com/spreadsheets/d/1QTwDDOO8JBpZbNyOnNvMm7VcZDQS0Y3CjYsMLrTKN7c/edit#gid=0, CERT-UA has issued a new heads-up that warns of an ongoing cyber-attack leveraging the infamous IcedID malware designed to compromise Ukrainian state bodies. The detected malware also dubbed as BankBot or BokBot is a banking Trojan primarily designed to target financial data and steal banking credentials. , MEDIUM,2022-04-14, Yes
ZingoStealer by Haskers Group, Cisco Talos, https://blog.talosintelligence.com/2022/04/haskers-gang-zingostealer.html  https://s3.amazonaws.com/talos-intelligence-site/production/document_files/files/000/095/760/original/zingostealer-blog-iocs.txt?1649940925, Researchers at Cisco Talos has identified a new information stealer  called 'ZingoStealer' that has been released for free by a threat actor known as 'Haskers Gang.' This information stealer  first introduced to the wild in March 2022  is currently undergoing active development and multiple releases of new versions have been observed recently., MEDIUM,2022-04-14, Yes
OldGremlin Gang resumes attack with new methods, Group-IB, https://blog.group-ib.com/oldgremlin_comeback, Group-IB has uncovered new attacks  tools and methods used by OldGremlin Ransomware Group. In spring 2020  Group was first identified by Group-IB researchers  over the past two years OldGremlin has conducted 13 malicious email campaigns. Researchers also discovered two variants of TinyFluff malware  an earlier one that is more complex and a newer  simplified version that copies the script and the Node.js interpreter from its storage location., MEDIUM,2022-04-14, Yes
Malware Campaigns Targeting African Banking Sector, HP Wolf Security, https://threatresearch.ext.hp.com/malware-campaigns-targeting-african-banking-sector/, Researchers from HP Wolf Security have been tracking the campaign since early 2022  an employee of an unnamed West African bank received an email purporting to be from a recruiter at another African bank with information about job opportunities. A cybercrime campaign targeting the African banking sector is leveraging phishing emails and HTML smuggling techniques to deploy malware., MEDIUM,2022-04-14, Yes
Virus/XLS Xanpei Infecting Excel Files, ASEC, https://asec.ahnlab.com/en/33630/, ASEC Research team have identified a constant distribution of malware strains that spread the infection when Excel file is opened. Upon opening the infected Excel file  the file containing virus VBA code is dropped to Excel startup path. And when any Excel file is opened  the malicious file dropped in Excel startup path is automatically executed to infect with virus and perform additional malicious behaviors., MEDIUM,2022-04-14, Yes
Enemybot leveraged by Keksec group, Fortinet, https://www.fortinet.com/blog/threat-research/enemybot-a-look-into-keksecs-latest-ddos-botnet, Researchers at  FortiGuard Labs have identified a new DDoS botnet called “Enemybot”  and attributed it to a threat group called 'Keksec'  that specializes in cryptomining and DDoS attacks. This botnet is mainly derived from Gafgyt’s source code but has been observed to borrow several modules from Mirai’s original source code., MEDIUM,2022-04-14, Yes
SystemBC Malware, ASEC, https://asec.ahnlab.com/en/33600/, ASEC Research team have identified a proxy malware called SystemBC  that has been used by various attackers for the last few years. While it is recently distributed through SmokeLoader or Emotet  this malware has steadily been used in various ransomware attacks in the past., MEDIUM,2022-04-12, Yes
MoqHao Malware targeting European countries, TeamCymru, https://team-cymru.com/blog/2022/04/07/moqhao-part-2-continued-european-expansion/, Researchers at TeamCymru has examined the current target base of Roaming Mantis group  where the group is levearging MoqHao malware to target European countries. MoqHao is generally used to target Android users  often via an initial attack vector of smishing., LOW,2022-04-12, Yes
New version of SolarMarker Malware, Palo Alto, https://unit42.paloaltonetworks.com/solarmarker-malware/, A new version of SolarMarker  a malware family known for its infostealing and backdoor capabilities  has been identified by Palo Alto Networks and is believed to be active as of April 2022. This malware has been prevalent since September 2020 targeting U.S. organizations  and part of the infrastructure is still active as of 2022 in addition to a new infrastructure that attackers have recently deployed., MEDIUM,2022-04-12, Yes
EvilNominatus Ransomware, ClearSky, https://www.clearskysec.com/wp-content/uploads/2022/04/EvilNominatus_Ransomware_7.4.22.pdf, Researchers at ClearSky has detected a malicious BAT file that was uploaded to VirusTotal from Iran. This file executes a ransomware that was associated with the EvilNominatus ransomware  initially exposed at the end of 2021. Researchers believe that the ransomware’s developer is a young Iranian  who bragged about its development on Twitter., LOW,2022-04-12, Yes
Bahamut group recent attacks ,  360 Beacon Lab, https://mp.weixin.qq.com/s/YAAybJBAvxqrQWYDg31BBw?_x_tr_sl=zh-CN&_x_tr_tl=en&_x_tr_hl=zh-CN, Researcher at 360 Beacon Lab has identifed a suspected mobile terminal attack activity of Bahamut group. Bahamut is an advanced threat group targeting the Middle East and South Asia. Group mainly uses phishing websites  fake news websites  and social networking sites to attack. , MEDIUM,2022-04-12, Yes
Sandworm Group (UAC-0082) targetiing Ukraine energy facilities using INDUSTROYER2 and CADDYWIPER, CERT-UA, https://cert.gov.ua/article/39518  https://docs.google.com/spreadsheets/d/1T2NyaCKfjszODa0hRu4xZFpnPe8yWP607aNHb7iB_ec/edit#gid=0, CERT-UA has taken urgent measures to respond to an information security incident related to a targeted attack on Ukraine's energy facility., MEDIUM,2022-04-12, Yes
NetSupport RAT_Seeder_Queries_08/04/2022, STR, STR Repository, This research is part of Securonix Threat Labs - Threat Research Team, MEDIUM,2022-04-12, Yes
Fake COVID-19 forms targeting companies, Cofense, https://cofense.com/blog/covid-19-phish-targeting-companies, Cofense Phishing Defense Center has analysed a phishing campaign where threat actors impersonate companies to send out fake COVID-19 forms. CPDC team saw a phishing email masquerading as a general office wide email claiming someone in the building has been infected with COVID-19 and asking to review the company policy., MEDIUM,2022-04-12, Yes
Tarrask - HAFNIUM APT defense evasion malware, Microsoft, https://www.microsoft.com/security/blog/2022/04/12/tarrask-malware-uses-scheduled-tasks-for-defense-evasion/, Microsoft Threat Intelligence Center has tracked the Chinese-backed Hafnium hacking group and identified that the group has been linked to a piece of a new malware that's used to maintain persistence on compromised Windows environments. MSTIC has dubbed the defense evasion malware 'Tarrask ' characterized it as a tool that creates 'hidden' scheduled tasks on the system., MEDIUM,2022-04-12, Yes
